ID,Address,Area,PostCode
159525,"Meghna Sanitary"," House 72/2"," D.i.t Road"," Mouchak",Malibagh,1217
159526,"Cafe Mouchak"," House N/a"," D.i.t Road"," Mouchak",Malibagh,1217
159527,N/a," House N/a"," D.i.t Road"," Mouchak",Malibagh,1217
159528,"Eligant Chair"," House 76"," D.i.t Road"," Mouchak",Malibagh,1217
159529,"At Corporation"," House 76"," D.i.t Road"," Mouchak",Malibagh,1217
159530,"Jony Photo Binding"," House 76"," D.i.t Road"," Mouchak",Malibagh,1217
159531,"Regal Furniture"," House 76"," D.i.t Road"," Mouchak",Malibagh,1217
159532,"Al-Arafah Islami Bank"," House 76"," D.i.t Road"," Mouchak",Malibagh,1217
159533,"Friendship Furniture"," House 76"," D.i.t Road"," Mouchak",Malibagh,1217
159534,Rahimafrooz," House 76"," D.i.t Road"," Mouchak",Malibagh,1217
159535,"Club Campus"," House N/a"," D.i.t Road"," Mouchak",Malibagh,1217
159536,"Music Palace"," House 77"," D.i.t Road"," Mouchak",Malibagh,1217
159537,Partex," House 76"," D.i.t Road"," Mouchak",Malibagh,1217
159538,"Nur Sanitary"," House 77"," D.i.t Road"," Mouchak",Malibagh,1217
159539,"Adiat Hardware & Paint"," House 77"," D.i.t Road"," Mouchak",Malibagh,1217
159540,"Glass Corner"," House 77"," D.i.t Road"," Mouchak",Malibagh,1217
159541,"Tanin Bestware Furniture"," House 77"," D.i.t Road"," Mouchak",Malibagh,1217
159542,"Muna Furniture"," House 77"," D.i.t Road"," Mouchak",Malibagh,1217
159543,"Brahmanbaria Full Music"," House 78/a"," D.i.t Road"," Mouchak",Malibagh,1217
159544,"Salam Dairy Farms & Food "," House 80/3"," D.i.t Road"," Mouchak",Malibagh,1217
159545,"Mocca Thai Aluminium & Glasses"," House 78"," D.i.t Road"," Mouchak",Malibagh,1217
159546,"Nur & Co Decoration"," House 78 A/1"," D.i.t Road"," Mouchak",Malibagh,1217
159547,N/a," House N/a"," D.i.t Road"," Mouchak",Malibagh,1217
159548,"New Daud Tyre & Batter Shop"," House 80"," D.i.t Road"," Mouchak",Malibagh,1217
159549,N/a," House N/a"," D.i.t Road"," Mouchak",Malibagh,1217
159550,"Motin Sanitar"," House 85/5"," D.i.t Road"," Mouchak",Malibagh,1217
159551,N/a," House 85/4"," D.i.t Road"," Mouchak",Malibagh,1217
159552,"Hubli Decorator"," House 85/4"," D.i.t Road"," Mouchak",Malibagh,1217
159553,"Tisha Furniture"," House 85/b"," D.i.t Road"," Mouchak",Malibagh,1217
159554,"Bismillah Sahi Hotel & Restaurant"," House 85"," D.i.t Road"," Mouchak",Malibagh,1217
159555,"M/s Aziz Electronics"," House 85"," D.i.t Road"," Mouchak",Malibagh,1217
159556,"Ashraf Electronics"," House 85"," D.i.t Road"," Mouchak",Malibagh,1217
159557,"Mid Night Sun-1"," House N/a"," D.i.t Road"," Mouchak",Malibagh,1217
159558,"Brishti Bilashi Paan Shop"," House N/a"," D.i.t Road"," Mouchak",Malibagh,1217
159559,"National Plus"," House N/a"," D.i.t Road"," Mouchak",Malibagh,1217
159560,"Foktul Btothers"," House 89/1"," D.i.t Road"," Mouchak",Malibagh,1217
159561,"Cute Furniture"," House 89/1"," D.i.t Road"," Mouchak",Malibagh,1217
159562,Solemne," House 99/2"," D.i.t Road"," Mouchak",Malibagh,1217
159564,N/a," House N/a"," D.i.t Road"," Mouchak",Malibagh,1217
159566,"Malibagh Kazi Office"," House N/a"," D.i.t Road"," Mouchak",Malibagh,1217
159568,"Mim Sanitary"," House 92"," D.i.t Road"," Mouchak",Malibagh,1217
159570,"Prime Sanitary"," House 92"," D.i.t Road"," Mouchak",Malibagh,1217
159579,"Teletalk Customer Care"," House 92"," D.i.t Road"," Mouchak",Malibagh,1217
159581,"Omio Dental"," House 92"," D.i.t Road"," Mouchak",Malibagh,1217
159585,"Bandbox Laundry & Drycleaning"," House 92"," D.i.t Road",Malibagh,1217
159587,"Digital Print"," House 92"," D.i.t Road",Malibagh,1217
159591,"Mohsin Biriyani & Catering"," House 92"," D.i.t Road",Malibagh,1217
159592,"Arafat Tower"," House 94"," D.i.t Road",Malibagh,1217
159594,"Hertz Cat Rental"," House 94"," D.i.t Road",Malibagh,1217
159595,"Bismillah Airlines"," House 94"," D.i.t Road",Malibagh,1217
159600,"Mizaki Trading"," House  South 98"," D.i.t Road",Malibagh,1217
159601,"Apt Autos"," House N/a"," D.i.t Road",Malibagh,1217
159603,"Sampan Auto"," House N/a"," D.i.t Road",Malibagh,1217
159604,"Rafi Traders"," House N/a"," D.i.t Road",Malibagh,1217
159605,"Joyonti Store"," House 98"," D.i.t Road",Malibagh,1217
159606,"House 98"," D.i.t Road",Malibagh,1217
159607,"Joyonti Enterprise"," House 98"," D.i.t Road",Malibagh,1217
159608,"Jannat Car Fashion"," House 100"," D.i.t Road",Malibagh,1217
159612,"B.a.v.s Family Planning Clinic"," House 100"," D.i.t Road",Malibagh,1217
159613,"Honli-E- Bike"," House 100"," D.i.t Road",Malibagh,1217
159617,"Japan Auto Service"," House 105"," D.i.t Road",Malibagh,1217
159619,"Art King"," House N/a"," D.i.t Road",Malibagh,1217
159623,"Akshor Enterprise"," House 106"," D.i.t Road",Malibagh,1217
159628,"Mens Option"," House 106"," D.i.t Road",Malibagh,1217
159629,"Confidence Treaders"," House N/a"," D.i.t Road",Malibagh,1217
159634,"Mou Digital Studio"," House N/a"," D.i.t Road",Malibagh,1217
159637,"Best Buy"," House N/a"," D.i.t Road",Malibagh,1217
159993,"Haque Villa"," House 221"," Malibagh College Road",Malibagh,1217
160015,"Khoda Box Manjil"," House 221/1"," Malibagh College Road",Malibagh,1217
160023,Sel," Kazinibesh"," House N/a"," Malibagh College Road",Malibagh,1217
160038,"Radient Pri-Cadet High School"," House 223"," Malibagh College Road",Malibagh,1217
160041,"Saiful General Store"," House 223"," Malibagh College Road",Malibagh,1217
160043,"Fariha General Store"," House 223/1/a"," Malibagh College Road",Malibagh,1217
160049,N/a," House 223/1/a"," Malibagh College Road",Malibagh,1217
160052,"Five Star Saloon"," House 223/1/a"," Malibagh College Road",Malibagh,1217
160057,"Choyti General Store"," House 223/1/a"," Malibagh College Road",Malibagh,1217
160063,"K.m. Sobhan"," House 222/k"," Malibagh College Road",Malibagh,1217
160070,"Kamal Hardware & Electronics"," House 222/1"," Malibagh College Road",Malibagh,1217
160074,"Nur Medical Hall"," House 222/1"," Malibagh College Road",Malibagh,1217
160081,"Manikganj Dress King Tailors "," House 222/1"," Malibagh College Road",Malibagh,1217
160091,"Rajdhani Press Center"," House 222/1"," Malibagh College Road",Malibagh,1217
160098,"Papia Tailors"," House 222/1"," Malibagh College Road",Malibagh,1217
160099,"Bhai Bhai Auto Dry Cleaners"," House 222/1"," Malibagh College Road",Malibagh,1217
160104,"Maer Doa Comilla Store"," House 222/1"," Malibagh College Road",Malibagh,1217
162900,"M/s Dokan"," House N/a"," Malibagh College Road",Malibagh,1217
